0,PLAYER
7,CIVMALE
9,CIVFEMALE
10,CIVFEMALE
11,CIVFEMALE
12,CIVFEMALE
13,CIVFEMALE
14,CIVMALE
15,CIVMALE
16,CIVMALE
17,CIVMALE
18,CIVMALE
19,CIVMALE
20,CIVMALE
21,CRIMINAL
22,CIVMALE
23,CIVMALE
24,CIVMALE
25,CIVMALE
26,CIVMALE
27,CIVMALE
28,CRIMINAL
29,CRIMINAL
30,CRIMINAL
31,CIVFEMALE
32,CIVMALE
33,CIVMALE
34,CIVMALE
35,CIVMALE
36,CIVMALE
37,CIVMALE
38,CIVFEMALE
39,CIVFEMALE
40,CIVFEMALE
41,CIVFEMALE
43,CIVMALE
44,CIVMALE
45,CIVMALE
46,CIVMALE
47,CRIMINAL
48,CIVMALE
49,CIVMALE
50,CIVMALE
52,CIVMALE
53,CIVFEMALE
54,CIVFEMALE
55,CIVFEMALE
56,CIVFEMALE
57,CIVMALE
58,CIVMALE
59,CIVMALE
60,CIVMALE
61,CIVMALE
62,CIVMALE
63,PROSTITUTE
64,PROSTITUTE
66,CIVMALE
67,CIVMALE
68,CIVMALE
69,CIVFEMALE
70,CIVMALE
71,CIVMALE
72,CIVMALE
73,CIVMALE
75,PROSTITUTE
76,CIVFEMALE
77,CIVMALE
78,CIVMALE
79,CIVMALE
80,CIVMALE
81,CIVMALE
82,CIVMALE
83,CIVMALE
84,CIVMALE
85,PROSTITUTE
87,CIVFEMALE
88,CIVFEMALE
89,CIVFEMALE
90,CIVFEMALE
91,CIVFEMALE
92,CIVFEMALE
93,CIVFEMALE
94,CIVMALE
95,CIVMALE
96,CIVMALE
97,CIVMALE
98,CIVMALE
99,CIVMALE
100,CRIMINAL
101,CIVMALE
102,GANG1
103,GANG1
104,GANG1
105,GANG2
106,GANG2
107,GANG2
108,GANG3
109,GANG3
110,GANG3
111,CRIMINAL
112,CRIMINAL
113,CRIMINAL
114,GANG8
115,GANG8
116,GANG8
117,GANG7
118,GANG7
120,GANG7
121,GANG5
122,GANG5
123,GANG5
124,GANG6
125,GANG6
126,GANG6
127,GANG6
128,CIVMALE
129,CIVFEMALE
130,CIVFEMALE
131,CIVFEMALE
132,CIVMALE
133,CIVMALE
134,CIVMALE
135,CIVMALE
136,CIVMALE
137,CIVMALE
138,CIVFEMALE
139,CIVFEMALE
140,CIVFEMALE
141,CIVFEMALE
142,CIVMALE
143,CRIMINAL
144,CRIMINAL
145,CIVFEMALE
146,CRIMINAL
147,CIVMALE
148,CIVFEMALE
150,CIVFEMALE
151,CIVFEMALE
152,PROSTITUTE
153,CIVMALE
154,CIVMALE
155,CIVMALE
156,CIVMALE
157,CIVFEMALE
158,CIVMALE
159,CIVMALE
160,CIVMALE
161,CIVMALE
162,CIVMALE
163,CIVMALE
164,CIVMALE
165,CIVMALE
166,CIVMALE
167,CIVMALE
168,CIVMALE
169,CIVFEMALE
170,CIVMALE
171,CIVMALE
172,CIVFEMALE
173,GANG4
174,GANG4
175,GANG4
176,CIVMALE
177,CIVMALE
178,CIVFEMALE
179,CIVMALE
180,CIVMALE
181,CRIMINAL
182,CIVMALE
183,CRIMINAL
184,CRIMINAL
185,CIVMALE
186,CIVMALE
187,CIVMALE
188,CIVMALE
189,CIVMALE
190,CIVFEMALE
191,CIVFEMALE
192,CIVFEMALE
193,CIVFEMALE
194,CIVFEMALE
195,CIVFEMALE
196,CIVFEMALE
197,CIVFEMALE
198,CIVFEMALE
199,CIVFEMALE
200,CIVMALE
201,CIVFEMALE
202,CIVMALE
203,CIVMALE
204,CIVMALE
205,CIVFEMALE
206,CIVMALE
207,PROSTITUTE
209,CIVMALE
210,CIVMALE
211,CIVFEMALE
212,CIVMALE
213,CIVMALE
214,CIVFEMALE
215,CIVFEMALE
216,CIVFEMALE
217,CIVMALE
218,CIVFEMALE
219,CIVFEMALE
220,CIVMALE
221,CIVMALE
222,CIVMALE
223,CRIMINAL
224,CIVFEMALE
225,CIVFEMALE
226,CIVFEMALE
227,CIVMALE
228,CIVMALE
229,CIVMALE
230,CIVMALE
231,CIVFEMALE
232,CIVFEMALE
233,CIVFEMALE
234,CIVMALE
235,CIVMALE
236,CIVMALE
237,PROSTITUTE
238,PROSTITUTE
239,CIVMALE
240,CIVMALE
241,CIVMALE
242,CIVMALE
243,PROSTITUTE
244,CIVFEMALE
245,PROSTITUTE
246,CIVFEMALE
247,CIVMALE
248,CIVMALE
249,CIVMALE
250,CRIMINAL
251,CIVFEMALE
252,CIVMALE
253,CIVMALE
254,CIVMALE
255,CIVMALE
256,CIVFEMALE
257,CIVFEMALE
258,CIVMALE
259,CIVMALE
260,CIVMALE
261,CIVMALE
262,CIVMALE
263,CIVFEMALE
264,CIVMALE
274,MEDIC
275,MEDIC
276,MEDIC
277,FIREMAN
278,FIREMAN
279,FIREMAN
280,COP
281,COP
282,COP
283,COP
284,COP
285,COP
286,COP
287,ARMY
288,COP
290,CIVMALE
291,CIVMALE
292,CIVMALE
293,CIVMALE
294,CIVMALE
295,CIVMALE
296,CIVMALE
297,CIVMALE
298,CIVMALE
299,CIVMALE
