SUNMA,0,-2353.17,2275.79,0.0,-2153.17,2475.79,200.0,1,SUNMA
SUNNN,0,-2741.07,2175.15,0.0,-2353.17,2722.79,200.0,1,SUNNN
BATTP,0,-2741.07,1268.41,-4.57764e-005,-2533.04,1490.47,200.0,1,BATTP
PARA,0,-2741.07,793.411,-6.10352e-005,-2533.04,1268.41,200.0,1,PARA
CIVI,0,-2741.07,458.411,-7.62939e-005,-2533.04,793.411,200.0,1,CIVI
BAYV,0,-2994.49,458.411,-6.10352e-005,-2741.07,1339.61,200.0,1,BAYV
CITYS,0,-2867.85,277.411,-9.15527e-005,-2593.44,458.411,200.0,1,CITYS
OCEAF1,0,-2994.49,277.411,-9.15527e-005,-2867.85,458.411,200.0,1,OCEAF
OCEAF2,0,-2994.49,-222.589,-0.000106812,-2593.44,277.411,200.0,1,OCEAF
OCEAF3,0,-2994.49,-430.276,-0.00012207,-2831.89,-222.589,200.0,1,OCEAF
SILLY3,0,-2270.04,-430.276,-0.00012207,-2178.69,-324.114,200.0,1,SILLY
SILLY4,0,-2178.69,-599.884,-0.00012207,-1794.92,-324.114,200.0,1,SILLY
HASH,0,-2593.44,-222.589,-0.000106812,-2411.22,54.722,200.0,1,HASH
JUNIHO,0,-2533.04,968.369,-6.10352e-005,-2274.17,1358.9,200.0,1,JUNIHO
ESPN1,0,-2533.04,1358.9,-4.57764e-005,-1996.66,1501.21,200.0,1,ESPN
ESPN2,0,-1996.66,1358.9,-4.57764e-005,-1524.24,1592.51,200.0,1,ESPN
ESPN3,0,-1982.32,1274.26,-4.57764e-005,-1524.24,1358.9,200.0,1,ESPN
FINA,0,-1871.72,744.17,-6.10352e-005,-1701.3,1176.42,300.0,1,FINA
CALT,0,-2274.17,744.17,-6.10352e-005,-1982.32,1358.9,200.0,1,CALT
SFDWT1,0,-1982.32,744.17,-6.10352e-005,-1871.72,1274.26,200.0,1,SFDWT
SFDWT2,0,-1871.72,1176.42,-4.57764e-005,-1620.3,1274.26,200.0,1,SFDWT
SFDWT3,0,-1700.01,744.267,-6.10352e-005,-1580.01,1176.52,200.0,1,SFDWT
SFDWT4,0,-1580.01,744.267,-6.10352e-005,-1499.89,1025.98,200.0,1,SFDWT
JUNIHI,0,-2533.04,578.396,-7.62939e-005,-2274.17,968.369,200.0,1,JUNIHI
CHINA,0,-2274.17,578.396,-7.62939e-005,-2078.67,744.17,200.0,1,CHINA
SFDWT5,0,-2078.67,578.396,-7.62939e-005,-1499.89,744.267,200.0,1,SFDWT
THEA1,0,-2329.31,458.411,-7.62939e-005,-1993.28,578.396,200.0,1,THEA
THEA2,0,-2411.22,265.243,-9.15527e-005,-1993.28,373.539,200.0,1,THEA
THEA3,0,-2253.54,373.539,-9.15527e-005,-1993.28,458.411,200.0,1,THEA
GARC,0,-2411.22,-222.589,-0.000114441,-2173.04,265.243,200.0,1,GARC
DOH1,0,-2270.04,-324.114,-0.00012207,-1794.92,-222.589,200.0,1,DOH
DOH2,0,-2173.04,-222.589,-0.000106812,-1794.92,265.243,200.0,1,DOH
SFDWT6,0,-1993.28,265.243,-9.15527e-005,-1794.92,578.396,200.0,1,SFDWT
SFAIR3,0,-1499.89,-50.0963,-0.000106812,-1242.98,249.904,200.0,1,SFAIR
EASB1,0,-1794.92,249.904,-9.15527e-005,-1242.98,578.396,200.0,1,EASB
EASB2,0,-1794.92,-50.0963,-0.000106812,-1499.89,249.904,200.0,1,EASB
ESPE1,0,-1620.3,1176.52,-4.57764e-005,-1580.01,1274.26,200.0,1,ESPE
ESPE2,0,-1580.01,1025.98,-6.10352e-005,-1499.89,1274.26,200.0,1,ESPE
ESPE3,0,-1499.89,578.396,-79.6152,-1339.89,1274.26,20.3848,1,ESPE
ANGPI,0,-2324.94,-2584.29,-6.10352e-005,-1964.22,-2212.11,200.0,1,ANGPI
SHACA,0,-1632.83,-2263.44,-3.05176e-005,-1601.33,-2231.79,200.0,1,SHACA
BACKO,0,-1166.97,-2641.19,0.0,-321.744,-1856.03,200.0,1,BACKO
LEAFY,0,-1166.97,-1856.03,0.0,-815.624,-1602.07,200.0,1,LEAFY
FLINTR,0,-594.191,-1648.55,0.0,-187.7,-1276.6,200.0,1,FLINTR
HAUL,0,-792.254,-698.555,-5.34058e-005,-452.404,-380.043,200.0,1,HAUL
FARM,0,-1209.67,-1317.1,114.981,-908.161,-787.391,251.981,1,FARM
ELQUE,0,-1645.23,2498.52,0.0,-1372.14,2777.85,200.0,1,ELQUE
ALDEA,0,-1372.14,2498.52,0.0,-1277.59,2615.35,200.0,1,ALDEA
DAM,0,-968.772,1929.41,-3.05176e-005,-481.126,2155.26,200.0,1,DAM
BARRA,0,-926.13,1398.73,-3.05176e-005,-719.234,1634.69,200.0,1,BARRA
CARSO,0,-376.233,826.326,-3.05176e-005,123.717,1220.44,200.0,1,CARSO
QUARY,0,337.244,710.84,-115.239,860.554,1031.71,203.761,1,QUARY
OCTAN,0,338.658,1228.51,0.0,664.308,1655.05,200.0,1,OCTAN
PALMS,0,176.581,1305.45,-3.05176e-005,338.658,1520.72,200.0,1,PALMS
TOM,0,-405.77,1712.86,-3.05176e-005,-276.719,1892.75,200.0,1,TOM
BRUJA,0,-365.167,2123.01,-3.05176e-005,-208.57,2217.68,200.0,1,BRUJA
MEAD,0,37.0325,2337.18,-3.05176e-005,435.988,2677.9,200.0,1,MEAD
PAYAS,0,-354.332,2580.36,2.09808e-005,-133.625,2816.82,200.0,1,PAYAS
ARCO,0,-901.129,2221.86,0.0,-592.09,2571.97,200.0,1,ARCO
SFAIR1,0,-1794.92,-730.118,-3.05176e-005,-1213.91,-50.0963,200.0,1,SFAIR
HANKY,0,2576.92,62.1579,0.0,2759.25,385.503,200.0,1,HANKY
PALO,0,2160.22,-149.004,0.0,2576.92,228.322,200.0,1,PALO
NROCK,0,2285.37,-768.027,0.0,2770.59,-269.74,200.0,1,NROCK
MONT,0,1119.51,119.526,-3.05176e-005,1451.4,493.323,200.0,1,MONT
MONT1,0,1451.4,347.457,-6.10352e-005,1582.44,420.802,200.0,1,MONT
HBARNS,0,603.035,264.312,0.0,761.994,366.572,200.0,1,HBARNS
FERN,0,508.189,-139.259,0.0,1306.66,119.526,200.0,1,FERN
DILLI,0,580.794,-674.885,-9.53674e-006,861.085,-404.79,200.0,1,DILLI
TOPFA,0,967.383,-450.39,-3.05176e-005,1176.78,-217.9,200.0,1,TOPFA
BLUEB1,0,104.534,-220.137,2.38419e-007,349.607,152.236,200.0,1,BLUEB
BLUEB,0,19.6074,-404.136,3.8147e-006,349.607,-220.137,200.0,1,BLUEB
PANOP,0,-947.98,-304.32,-1.14441e-005,-319.676,327.071,200.0,1,PANOP
FRED,0,2759.25,296.501,0.0,2774.25,594.757,200.0,1,FRED
MAKO,0,1664.62,401.75,0.0,1785.14,567.203,200.0,1,MAKO
BLUAC,0,-319.676,-220.137,0.0,104.534,293.324,200.0,1,BLUAC
MART,0,-222.179,293.324,0.0,-122.126,476.465,200.0,1,MART
FALLO,0,434.341,366.572,0.0,603.035,555.68,200.0,1,FALLO
CREEK,0,-1820.64,-2643.68,-8.01086e-005,-1226.78,-1771.66,200.0,1,CREEK
CREEK1,0,-2030.12,-2174.89,-6.10352e-005,-1820.64,-1771.66,200.0,1,CREEK
WESTP1,0,-2533.04,458.411,0.0,-2329.31,578.396,200.0,1,WESTP
WESTP2,0,-2593.44,54.722,0.0,-2411.22,458.411,200.0,1,WESTP
WESTP3,0,-2411.22,373.539,0.0,-2253.54,458.411,200.0,1,WESTP
BONE,0,-480.539,596.349,-242.99,869.461,2993.87,900.0,1,BONE
ROBAD,0,-2997.47,1659.68,-242.99,-480.539,2993.87,900.0,1,ROBAD
GANTB,0,-2741.45,1659.68,-6.10352e-005,-2616.4,2175.15,200.0,1,GANTB
GANTB1,0,-2741.07,1490.47,-6.10352e-005,-2616.4,1659.68,200.0,1,GANTB
ROBAD1,0,-1213.91,596.349,-242.99,-480.539,1659.68,900.0,1,ROBAD
RED,0,-1213.91,-768.027,-242.99,2997.06,596.349,900.0,1,RED
FLINTC,0,-1213.91,-2892.97,-242.99,44.6147,-768.027,900.0,1,FLINTC
EBAY,0,-1132.82,-768.027,0.0,-956.476,-578.118,200.0,1,EBAY
EBAY2,0,-1132.82,-787.391,0.0,-956.476,-768.027,200.0,1,EBAY
SFAIR4,0,-1213.91,-730.118,0.0,-1132.82,-50.0963,200.0,1,SFAIR
SILLY1,0,-2178.69,-1115.58,0.0,-1794.92,-599.884,200.0,1,SILLY
SILLY2,0,-2178.69,-1250.97,0.0,-1794.92,-1115.58,200.0,1,SILLY
SFAIR2,0,-1242.98,-50.0963,0.0,-1213.91,578.396,200.0,1,SFAIR
SFAIR5,0,-1213.91,-50.096,-4.57764e-005,-947.98,578.396,200.0,1,SFAIR
WHET,0,-2997.47,-2892.97,-242.99,-1213.91,-1115.58,900.0,1,WHET
LAIR1,0,1249.62,-2394.33,-89.0839,1852.0,-2179.25,110.916,1,LAIR
LAIR2a,0,1852.0,-2394.33,-89.0839,2089.0,-2179.25,110.916,1,LAIR
BLUF1a,0,930.221,-2488.42,-89.0839,1249.62,-2006.78,110.916,1,BLUF
ELCO2,0,1812.62,-2179.25,-89.0839,1970.62,-1852.87,110.916,1,ELCO
LIND1a,0,1970.62,-2179.25,-89.0839,2089.0,-1852.87,110.916,1,LIND
LIND1b,0,2089.0,-2235.84,-89.0839,2201.82,-1989.9,110.916,1,LIND
LIND2a,0,2089.0,-1989.9,-89.0839,2324.0,-1852.87,110.916,1,LIND
LIND2b,0,2201.82,-2095.0,-89.0839,2324.0,-1989.9,110.916,1,LIND
LDOC4,0,2373.77,-2697.09,-89.0837,2809.22,-2330.46,110.916,1,LDOC
LDOC1b,0,2201.82,-2418.33,-89.0837,2324.0,-2095.0,110.916,1,LDOC
MAR3,0,647.712,-1804.21,-89.0839,851.449,-1577.59,110.916,1,MAR
VERO4a,0,647.712,-2173.29,-89.0839,930.221,-1804.21,110.916,1,VERO
VERO4b,0,930.221,-2006.78,-89.0839,1073.22,-1804.21,110.916,1,VERO
BLUF1b,0,1073.22,-2006.78,-89.0839,1249.62,-1842.27,110.916,1,BLUF
BLUF2,0,1249.62,-2179.25,-89.0839,1692.62,-1842.27,110.916,1,BLUF
ELCO1,0,1692.62,-2179.25,-89.0839,1812.62,-1842.27,110.916,1,ELCO
VERO1,0,851.449,-1804.21,-89.0839,1046.15,-1577.59,110.916,1,VERO
MAR1,0,647.712,-1577.59,-89.0838,807.922,-1416.25,110.916,1,MAR
MAR2,0,807.922,-1577.59,-89.0839,926.922,-1416.25,110.916,1,MAR
VERO3,0,1161.52,-1722.26,-89.0839,1323.9,-1577.59,110.916,1,VERO
VERO2	,0,1046.15,-1722.26,-89.0839,1161.52,-1577.59,110.916,1,VERO
CONF1b,0,1046.15,-1804.21,-89.0839,1323.9,-1722.26,110.916,1,CONF
CONF1a,0,1073.22,-1842.27,-89.0839,1323.9,-1804.21,110.916,1,CONF
THALL1,0,1323.9,-1842.27,-89.0839,1701.9,-1722.26,110.916,1,COM
